阿比国民银行,a'bi'guo'min'yin'hang
副语言特征,fu'yu'yan'te'zheng
副语言学,fu'yu'yan'xue
富余职工再就业,fu'yu'zhi'gong'zai'jiu'ye
复原,fu'yuan
复杂波形,fu'za'bo'xing
复杂信息处理,fu'za'xin'xi'chu'li
复杂资本结构,fu'za'zi'ben'jie'gou
负责代理,fu'ze'dai'li
负增长,fu'zeng'zhang
负增长率,fu'zeng'zhang'lv
負債,fu'zhai
负债,fu'zhai
负债产权比率,fu'zhai'chan'quan'bi'lv
负债到期,fu'zhai'dao'qi
负债抵销科目,fu'zhai'di'xiao'ke'mu
负债对产权比率,fu'zhai'dui'chan'quan'bi'lv
负债对资产总额比,fu'zhai'dui'zi'chan'zong'e'bi
負債額,fu'zhai'e
负债分类,fu'zhai'fen'lei
负债股本比率,fu'zhai'gu'ben'bi'lv
负债股利,fu'zhai'gu'li
负债管理,fu'zhai'guan'li
负债合计,fu'zhai'he'ji
负债和权益,fu'zhai'he'quan'yi
负债和权益总额,fu'zhai'he'quan'yi'zong'e
负债结构,fu'zhai'jie'gou
负债净额,fu'zhai'jing'e
负债款额,fu'zhai'kuan'e
负债率,fu'zhai'lv
负债权益交换,fu'zhai'quan'yi'jiao'huan
负债权益总计,fu'zhai'quan'yi'zong'ji
负债业务,fu'zhai'ye'wu
負債與權益比率,fu'zhai'yu'quan'yi'bi'lv
负债帐户,fu'zhai'zhang'hu
负债账户,fu'zhai'zhang'hu
负债总额,fu'zhai'zong'e
复折现,fu'zhe'xian
复制,fu'zhi
复指,fu'zhi
复制基金,fu'zhi'ji'jin
复制件,fu'zhi'jian
复制品,fu'zhi'pin
符咒语言,fu'zhou'yu'yan
附注,fu'zhu
辅助报表,fu'zhu'bao'biao
副主承销商,fu'zhu'cheng'xiao'shang
辅助分类帐,fu'zhu'fen'lei'zhang
辅助分类账,fu'zhu'fen'lei'zhang
辅助符号,fu'zhu'fu'hao
副主科,fu'zhu'ke
副主任科员,fu'zhu'ren'ke'yuan
副主任委员,fu'zhu'ren'wei'yuan
副主席,fu'zhu'xi
辅助性审查基准,fu'zhu'xing'shen'cha'ji'zhun
辅助语,fu'zhu'yu
辅助帐户,fu'zhu'zhang'hu
辅助账户,fu'zhu'zhang'hu
辅助纸币保证基金,fu'zhu'zhi'bi'bao'zheng'ji'jin
附着形式,fu'zhuo'xing'shi
附着型语言,fu'zhuo'xing'yu'yan
负资本,fu'zi'ben
负资产,fu'zi'chan
辅佐证据,fu'zuo'zheng'ju
轧空,ga'kong
该案,gai'an
改变,gai'bian
改变说法,gai'bian'shuo'fa
改变原决定,gai'bian'yuan'jue'ding
该驳回决定,gai'bo'hui'jue'ding
该从属权利要求,gai'cong'shu'quan'li'yao'qiu
改错信,gai'cuo'xin
该独立权利要求,gai'du'li'quan'li'yao'qiu
该发明,gai'fa'ming
改革,gai'ge
改革措施,gai'ge'cuo'shi
改革发展和稳定的,gai'ge'fa'zhan'he'wen'ding'de
改革和开放政策,gai'ge'he'kai'fang'zheng'ce
改革开放和现代化建设的总设计师,gai'ge'kai'fang'he'xian'dai'hua'jian'she'de'zong'she'ji'shi
改革开放政策,gai'ge'kai'fang'zheng'ce
改革与创新,gai'ge'yu'chuang'xin
该公司股票已经上市,gai'gong'si'gu'piao'yi'jing'shang'shi
该股,gai'gu
该股票,gai'gu'piao
该基金,gai'ji'jin
改进产业结构和产品结构,gai'jin'chan'ye'jie'gou'he'chan'pin'jie'gou
改进管理建议,gai'jin'guan'li'jian'yi
该决定,gai'jue'ding
概括为,gai'kuo'wei
概括性,gai'kuo'xing
概括语音,gai'kuo'yu'yin
概括转换,gai'kuo'zhuan'huan
改良及扩充基金,gai'liang'ji'kuo'chong'ji'jin
改良扩充准备,gai'liang'kuo'chong'zhun'bei
概率,gai'lv
概率抽样法,gai'lv'chou'yang'fa
概率分布,gai'lv'fen'bu
概率论,gai'lv'lun
概率密度分布函数,gai'lv'mi'du'fen'bu'han'shu
概率群分布函数,gai'lv'qun'fen'bu'han'shu
概念,gai'nian
概念词,gai'nian'ci
概念构架,gai'nian'gou'jia
概念股,gai'nian'gu
概念或定理的具体内容,gai'nian'huo'ding'li'de'ju'ti'nei'rong
概念来源于,gai'nian'lai'yuan'yu
概念理论,gai'nian'li'lun
概念论,gai'nian'lun
概念体系,gai'nian'ti'xi
概念语法,gai'nian'yu'fa
改票,gai'piao
该权利要求,gai'quan'li'yao'qiu
该如何为自己,gai'ru'he'wei'zi'ji
该申请,gai'shen'qing
该实用新型,gai'shi'yong'xin'xing
概算,gai'suan
该通知书,gai'tong'zhi'shu
该外观设计,gai'wai'guan'she'ji
改造工程投资,gai'zao'gong'cheng'tou'zi
改造和扩充投资,gai'zao'he'kuo'chong'tou'zi
改造投资,gai'zao'tou'zi
改正国际单位错误,gai'zheng'guo'ji'dan'wei'cuo'wu
改正请求,gai'zheng'qing'qiu
改正形式缺陷通知书,gai'zheng'xing'shi'que'xian'tong'zhi'shu
改正修改文件译文缺陷通知书,gai'zheng'xiu'gai'wen'jian'yi'wen'que'xian'tong'zhi'shu
改正译文错误,gai'zheng'yi'wen'cuo'wu
改正译文错误请求书,gai'zheng'yi'wen'cuo'wu'qing'qiu'shu
改正译文错误手续费,gai'zheng'yi'wen'cuo'wu'shou'xu'fei
改正译文错误通知书,gai'zheng'yi'wen'cuo'wu'tong'zhi'shu
改正优先权要求请求费,gai'zheng'you'xian'quan'yao'qiu'qing'qiu'fei
改正优先权要求请求书,gai'zheng'you'xian'quan'yao'qiu'qing'qiu'shu
改正优先权要求缺陷通知书,gai'zheng'you'xian'quan'yao'qiu'que'xian'tong'zhi'shu
改正优先权要求手续费,gai'zheng'you'xian'quan'yao'qiu'shou'xu'fei
改制,gai'zhi
该专利,gai'zhuan'li
该专利产品,gai'zhuan'li'chan'pin
该专利方法,gai'zhuan'li'fang'fa
该专利申请,gai'zhuan'li'shen'qing
改组,gai'zu
改组资本结构,gai'zu'zi'ben'jie'gou
感到困惑,gan'dao'kun'huo
感光剂,gan'guang'ji
感光片,gan'guang'pian
感觉经验,gan'jue'jing'yan
感觉是,gan'jue'shi
赣南果业,gan'nan'guo'ye
赣能股份,gan'neng'gu'fen
感情的,gan'qing'de
感染词义的,gan'ran'ci'yi'de
干扰,gan'rao
赶上或超过国际先进水平,gan'shang'huo'chao'guo'guo'ji'xian'jin'shui'ping
感叹,gan'tan
感叹成分,gan'tan'cheng'fen
感叹词,gan'tan'ci
感叹或咒骂,gan'tan'huo'zhou'ma
感叹句,gan'tan'ju
感叹说,gan'tan'shuo
感叹性片断,gan'tan'xing'pian'duan
感叹音调,gan'tan'yin'diao
赣投债,gan'tou'zhai
感性论,gan'xing'lun
干預,gan'yu
干预,gan'yu
干预机构,gan'yu'ji'gou
干預市場貨幣,gan'yu'shi'chang'huo'bi
干預水平,gan'yu'shui'ping
干預主義,gan'yu'zhu'yi
赣粤高速,gan'yue'gao'su
感知,gan'zhi
感知课文,gan'zhi'ke'wen
港币,gang'bi
港币现钞市场,gang'bi'xian'chao'shi'chang
冈都市财务有限公,gang'du'shi'cai'wu'you'xian'gong
钢钒,gang'fan
钢钒债,gang'fan'zhai
杠杆比率,gang'gan'bi'lv
杠杆比率认股权,gang'gan'bi'lv'ren'gu'quan
杠杆市场,gang'gan'shi'chang
杠杆式收购,gang'gan'shi'shou'gou
杠杆收购,gang'gan'shou'gou
杠杆租赁,gang'gan'zu'lin
杠杆作用,gang'gan'zuo'yong
港股,gang'gu
刚过去的,gang'guo'qu'de
港基國際財務有限,gang'ji'guo'ji'cai'wu'you'xian
港基國際銀行,gang'ji'guo'ji'yin'xing
纲领管理制度,gang'ling'guan'li'zhi'du
钢铁是怎样炼成的,gang'tie'shi'zen'yang'lian'cheng'de
钢铁业,gang'tie'ye
冈银行,gang'yin'hang
港元,gang'yuan
港元存款基本额,gang'yuan'cun'kuan'ji'ben'e
港元结存,gang'yuan'jie'cun
港元债券,gang'yuan'zhai'quan
高报价,gao'bao'jia
高层,gao'ceng
高层资源会,gao'ceng'zi'yuan'hui
高层资源会议,gao'ceng'zi'yuan'hui'yi
高层资源会议策动,gao'ceng'zi'yuan'hui'yi'ce'dong
高层资源会议总结,gao'ceng'zi'yuan'hui'yi'zong'jie
高产的,gao'chan'de
高出,gao'chu
高储蓄率,gao'chu'xu'lv
高淳陶瓷,gao'chun'tao'ci
高档市场,gao'dang'shi'chang
高等数学并研究了,gao'deng'shu'xue'bing'yan'jiu'le
高地德语音变,gao'di'de'yu'yin'bian
高低点法,gao'di'dian'fa
高低指数,gao'di'zhi'shu
高点,gao'dian
高度财务杠杆作用,gao'du'cai'wu'gang'gan'zuo'yong
高度抽象思维,gao'du'chou'xiang'si'wei
高度的,gao'du'de
高度关注,gao'du'guan'zhu
高度重视,gao'du'zhong'shi
稿费,gao'fei
高附加值,gao'fu'jia'zhi
高管持股,gao'guan'chi'gu
高管会议,gao'guan'hui'yi
高管人员,gao'guan'ren'yuan
高耗能行业,gao'hao'neng'hang'ye
高鸿股份,gao'hong'gu'fen
高呼所谓,gao'hu'suo'wei
高级版,gao'ji'ban
高级财务管理人员,gao'ji'cai'wu'guan'li'ren'yuan
高级工程师,gao'ji'gong'cheng'shi
高级管理人员,gao'ji'guan'li'ren'yuan
高级管理人员报酬,gao'ji'guan'li'ren'yuan'bao'chou
高级管理人员股票,gao'ji'guan'li'ren'yuan'gu'piao
高级官员,gao'ji'guan'yuan
高级经理,gao'ji'jing'li
高级会计师,gao'ji'kuai'ji'shi
高技术,gao'ji'shu
高技术产业,gao'ji'shu'chan'ye
高技术股票,gao'ji'shu'gu'piao
高级语言,gao'ji'yu'yan
高级证券,gao'ji'zheng'quan
高价股,gao'jia'gu
高价交割,gao'jia'jiao'ge
高降低调,gao'jiang'di'tiao
高降调,gao'jiang'diao
高举邓小平理论的伟大旗帜,gao'ju'deng'xiao'ping'li'lun'de'wei'da'qi'zhi
高开,gao'kai
高开低走,gao'kai'di'zou
高科技公司,gao'ke'ji'gong'si
高科投票,gao'ke'tou'piao
高空传球,gao'kong'chuan'qiu
高利贷,gao'li'dai
高利贷者,gao'li'dai'zhe
高流动资金额,gao'liu'dong'zi'jin'e
高卢麟,gao'lu'lin
高盛,gao'sheng
高盛集团,gao'sheng'ji'tuan
高盛证券,gao'sheng'zheng'quan
高收入经济体系,gao'shou'ru'jing'ji'ti'xi
高收益率可转换债券,gao'shou'yi'lv'ke'zhuan'huan'zhai'quan
高收益投资,gao'shou'yi'tou'zi
高收益债券,gao'shou'yi'zhai'quan
高收益债券基金,gao'shou'yi'zhai'quan'ji'jin
高速发展,gao'su'fa'zhan
高位,gao'wei
高位换手,gao'wei'huan'shou
高位盘整,gao'wei'pan'zheng
高位运行,gao'wei'yun'xing
高位震荡,gao'wei'zhen'dang
高息票据,gao'xi'piao'ju
高纤投票,gao'xian'tou'piao
高效的,gao'xiao'de
高效率的,gao'xiao'lv'de
高效率投资,gao'xiao'lv'tou'zi
高校实验,gao'xiao'shi'yan
高新发展,gao'xin'fa'zhan
高新投票,gao'xin'tou'piao
高新张铜,gao'xin'zhang'tong
告一段落,gao'yi'duan'luo
高溢价,gao'yi'jia
高于,gao'yu
高于票面价值,gao'yu'piao'mian'jia'zhi
高于市价出售,gao'yu'shi'jia'chu'shou
高元音,gao'yuan'yin
高增长,gao'zeng'zhang
高增值,gao'zeng'zhi
搞哲学,gao'zhe'xue
告知处理,gao'zhi'chu'li
高质量的,gao'zhi'liang'de
高资信投资人,gao'zi'xin'tou'zi'ren
哥本哈根学派,ge'ben'ha'gen'xue'pai
哥本哈根证券交易,ge'ben'ha'gen'zheng'quan'jiao'yi
各别产业,ge'bie'chan'ye
各别产业的帐目,ge'bie'chan'ye'de'zhang'mu
各别的财产,ge'bie'de'cai'chan
各别的债项,ge'bie'de'zhai'xiang
个别负担,ge'bie'fu'dan
个别化教育计画,ge'bie'hua'jiao'yu'ji'hua
个别化转衔计画,ge'bie'hua'zhuan'xian'ji'hua
个别鉴别法,ge'bie'jian'bie'fa
个别利益集团,ge'bie'li'yi'ji'tuan
個別申索,ge'bie'shen'suo
个别物价指数,ge'bie'wu'jia'zhi'shu
个别责任,ge'bie'ze'ren
个别折旧,ge'bie'zhe'jiu
各大学和研究机构的,ge'da'xue'he'yan'jiu'ji'gou'de
隔代资产转移,ge'dai'zi'chan'zhuan'yi
歌德谈话录,ge'de'tan'hua'lu
戈登模型,ge'deng'mo'xing
格尔达威,ge'er'da'wei
格尔达威对,ge'er'da'wei'dui
格尔达威列举了,ge'er'da'wei'lie'ju'le
各方面,ge'fang'mian
个股,ge'gu
个股分化,ge'gu'fen'hua
个股分析,ge'gu'fen'xi
个股行情,ge'gu'hang'qing
各国货币,ge'guo'huo'bi
割喉式竞争,ge'hou'shi'jing'zheng
歌华有线,ge'hua'you'xian
歌华转股,ge'hua'zhuan'gu
歌华转债,ge'hua'zhuan'zhai
各级地方政府,ge'ji'di'fang'zheng'fu
各级税率,ge'ji'shui'lv
各级政府官员,ge'ji'zheng'fu'guan'yuan
歌剧,ge'ju
格拉哥里字母表,ge'la'ge'li'zi'mu'biao
格拉汉姆多德理论,ge'la'han'mu'duo'de'li'lun
格拉姆路德曼法案,ge'la'mu'lu'de'man'fa'an
格拉斯曼定律,ge'la'si'man'ding'lv
格拉斯斯蒂格尔法,ge'la'si'si'di'ge'er'fa
各类风险,ge'lei'feng'xian
格雷汉姆法则,ge'lei'han'mu'fa'ze
隔离,ge'li
格力电器,ge'li'dian'qi
格里姆定律,ge'li'mu'ding'lv
格列佛游记,ge'lie'fo'you'ji
格令,ge'ling
格律,ge'lv
格律学,ge'lv'xue
各门学科,ge'men'xue'ke
各门学科中实例,ge'men'xue'ke'zhong'shi'li
各民族的,ge'min'zu'de
各派法学家,ge'pai'fa'xue'jia
歌曲作者,ge'qu'zuo'zhe
个人财产,ge'ren'cai'chan
个人财务报表,ge'ren'cai'wu'bao'biao
个人财务计划编制,ge'ren'cai'wu'ji'hua'bian'zhi
个人的,ge'ren'de
个人的生存,ge'ren'de'sheng'cun
个人独资,ge'ren'du'zi
个人基于,ge'ren'ji'yu
个人鉴别号码,ge'ren'jian'bie'hao'ma
个人结汇,ge'ren'jie'hui
個人結算會員,ge'ren'jie'suan'kuai'yun
个人课税,ge'ren'ke'shui
个人会计报表,ge'ren'kuai'ji'bao'biao
个人快乐,ge'ren'kuai'le
个人免税额,ge'ren'mian'shui'e
个人入息课税,ge'ren'ru'xi'ke'shui
个人入息课税表格,ge'ren'ru'xi'ke'shui'biao'ge
个人入息课税通知,ge'ren'ru'xi'ke'shui'tong'zhi
个人入息课税应付,ge'ren'ru'xi'ke'shui'ying'fu
个人生命,ge'ren'sheng'ming
个人售汇,ge'ren'shou'hui
个人售汇业务,ge'ren'shou'hui'ye'wu
个人收益,ge'ren'shou'yi
个人所得,ge'ren'suo'de
个人所得税,ge'ren'suo'de'shui
个人体语音,ge'ren'ti'yu'yin
个人投资,ge'ren'tou'zi
各人投资,ge'ren'tou'zi
個人投資顧問,ge'ren'tou'zi'gu'wen
个人投资者,ge'ren'tou'zi'zhe
个人退休金帐户,ge'ren'tui'xiu'jin'zhang'hu
个人退休金账户,ge'ren'tui'xiu'jin'zhang'hu
个人往来账户,ge'ren'wang'lai'zhang'hu
个人消费,ge'ren'xiao'fei
個人消費,ge'ren'xiao'fei
个人消费模式,ge'ren'xiao'fei'mo'shi
个人薪酬,ge'ren'xin'chou
个人薪酬分目,ge'ren'xin'chou'fen'mu
个人薪俸,ge'ren'xin'feng
个人信用,ge'ren'xin'yong
个人信用记录,ge'ren'xin'yong'ji'lu
个人信用情况,ge'ren'xin'yong'qing'kuang
个人信用信息,ge'ren'xin'yong'xin'xi
个人言语特点,ge'ren'yan'yu'te'dian
个人与社会,ge'ren'yu'she'hui
个人语言研究,ge'ren'yu'yan'yan'jiu
个人责任,ge'ren'ze'ren
个人帐户,ge'ren'zhang'hu
个人账户,ge'ren'zhang'hu
个人征信系统,ge'ren'zheng'xin'xi'tong
个人助业贷款,ge'ren'zhu'ye'dai'kuan
个人资本,ge'ren'zi'ben
隔日回购,ge'ri'hui'gou
隔日结算,ge'ri'jie'suan
割肉,ge'rou
格式合同,ge'shi'he'tong
格式审查,ge'shi'shen'cha
各顺其适,ge'shun'qi'shi
哥特,ge'te
哥特金属,ge'te'jin'shu
哥特式,ge'te'shi
哥特体字母,ge'te'ti'zi'mu
个体,ge'ti
个体变体,ge'ti'bian'ti
个体工商业者,ge'ti'gong'shang'ye'zhe
个体户,ge'ti'hu
个体经济,ge'ti'jing'ji
个体经济学,ge'ti'jing'ji'xue
个体经营,ge'ti'jing'ying
个体经营者,ge'ti'jing'ying'zhe
个体劳动者,ge'ti'lao'dong'zhe
个体企业,ge'ti'qi'ye
个体所有,ge'ti'suo'you
个体营业收入,ge'ti'ying'ye'shou'ru
各项,ge'xiang
各项规定,ge'xiang'gui'ding
各项耗竭及摊提,ge'xiang'hao'jie'ji'tan'ti
革新,ge'xin
革新的复古的,ge'xin'de'fu'gu'de
各学派中,ge'xue'pai'zhong
格言派警名派,ge'yan'pai'jing'ming'pai
隔夜按金,ge'ye'an'jin
隔夜保证金,ge'ye'bao'zheng'jin
隔夜拆借资金,ge'ye'chai'jie'zi'jin
隔夜交易,ge'ye'jiao'yi
隔夜利率,ge'ye'li'lv
隔夜流动资金贷款,ge'ye'liu'dong'zi'jin'dai'kuan
隔夜钱,ge'ye'qian
隔夜头寸,ge'ye'tou'cun
各银行,ge'yin'hang
各有异说,ge'you'yi'shuo
葛洲坝,ge'zhou'ba
各宗派,ge'zong'pai
各族人民,ge'zu'ren'min
给更多的生产企业,gei'geng'duo'de'sheng'chan'qi'ye
给它加了,gei'ta'jia'le
给他留下了,gei'ta'liu'xia'le
给天才之火增添利益之油,gei'tian'cai'zhi'huo'zeng'tian'li'yi'zhi'you
给我们说,gei'wo'men'shuo
给银行,gei'yin'hang
给债务人的津贴,gei'zhai'wu'ren'de'jin'tie
根本属性,gen'ben'shu'xing
根本思想,gen'ben'si'xiang
根本责任,gen'ben'ze'ren
跟单汇票,gen'dan'hui'piao
跟单贴现票据,gen'dan'tie'xian'piao'ju
跟单托收,gen'dan'tuo'shou
根据,gen'ju
根据对这一问题,gen'ju'dui'zhe'yi'wen'ti
根据美国政府预计,gen'ju'mei'guo'zheng'fu'yu'ji
根据权利要求,gen'ju'quan'li'yao'qiu
根據通脹而作出的,gen'ju'tong'zhang'er'zuo'chu'de
根据现行法律,gen'ju'xian'xing'fa'lv
根据协议,gen'ju'xie'yi
根据需要,gen'ju'xu'yao
根据自己的兴趣,gen'ju'zi'ji'de'xing'qu
根据自身,gen'ju'zi'shen
跟單承兌匯票,gen'shan'cheng'rui'hui'piao
跟單匯票,gen'shan'hui'piao
跟單信用證,gen'shan'xin'yong'zheng
跟摄与虚摄,gen'she'yu'xu'she
根源是,gen'yuan'shi
根植于,gen'zhi'yu
更被,geng'bei
更大程度,geng'da'cheng'du
更大的价值,geng'da'de'jia'zhi
更低,geng'di
更多货物,geng'duo'huo'wu
更多问题而,geng'duo'wen'ti'er
更发达,geng'fa'da
庚坊,geng'fang
庚坊大厦,geng'fang'da'sha
庚坊国际,geng'fang'guo'ji
庚坊国际大厦,geng'fang'guo'ji'da'sha
更改合约的条款,geng'gai'he'yue'de'tiao'kuan
更加关心,geng'jia'guan'xin
更确定,geng'que'ding
更容易获利,geng'rong'yi'huo'li
更是达到,geng'shi'da'dao
更是如此,geng'shi'ru'ci
更为丰富,geng'wei'feng'fu
更为明显,geng'wei'ming'xian
更为容易,geng'wei'rong'yi
更为细化,geng'wei'xi'hua
更稳定,geng'wen'ding
更先进完备的经济,geng'xian'jin'wan'bei'de'jing'ji
更详尽地,geng'xiang'jin'di
更新,geng'xin
更新成本,geng'xin'cheng'ben
更新储备金,geng'xin'chu'bei'jin
更新费用,geng'xin'fei'yong
更新改造基金,geng'xin'gai'zao'ji'jin
更有把握,geng'you'ba'wo
更有竞争力,geng'you'jing'zheng'li
更有吸引力,geng'you'xi'yin'li
更正,geng'zheng
更正版次,geng'zheng'ban'ci
更正报批单,geng'zheng'bao'pi'dan
更正处分,geng'zheng'chu'fen
更正处分通知书,geng'zheng'chu'fen'tong'zhi'shu
更正错误请求书,geng'zheng'cuo'wu'qing'qiu'shu
更正范畴,geng'zheng'fan'chou
更正分录,geng'zheng'fen'lu
更正类,geng'zheng'lei
更正文献出版日,geng'zheng'wen'xian'chu'ban'ri
更正页码,geng'zheng'ye'ma
更重要,geng'zhong'yao
更尊重,geng'zun'zhong
共保,gong'bao
公报袋,gong'bao'dai
公布,gong'bu
公布报告,gong'bu'bao'gao
公布草案,gong'bu'cao'an
公布或公告数据,gong'bu'huo'gong'gao'shu'ju
公布或公告专利文献的国家或机构名称,gong'bu'huo'gong'gao'zhuan'li'wen'xian'de'guo'jia'huo'ji'gou'ming'cheng
公布级,gong'bu'ji
公布价格,gong'bu'jia'ge
公布日,gong'bu'ri
公布说明书,gong'bu'shuo'ming'shu
公布通知书,gong'bu'tong'zhi'shu
公布印刷费,gong'bu'yin'shua'fei
供不应求,gong'bu'ying'qiu
公布语言,gong'bu'yu'yan
共产主义,gong'chan'zhu'yi
共产主义压制个人,gong'chan'zhu'yi'ya'zhi'ge'ren
工厂,gong'chang
工厂成本,gong'chang'cheng'ben
工厂费用,gong'chang'fei'yong
工厂分类账,gong'chang'fen'lei'zhang
工厂间接费用,gong'chang'jian'jie'fei'yong
工厂闲置设备,gong'chang'xian'zhi'she'bei
工程,gong'cheng
工程进度收款账单,gong'cheng'jin'du'shou'kuan'zhang'dan
工程师,gong'cheng'shi
工程项目,gong'cheng'xiang'mu
工程项目费用,gong'cheng'xiang'mu'fei'yong
工程项目预算,gong'cheng'xiang'mu'yu'suan
工程帐,gong'cheng'zhang
共存性,gong'cun'xing
工大高新,gong'da'gao'xin
工大首创,gong'da'shou'chuang
工大新,gong'da'xin
供低收入家庭租用,gong'di'shou'ru'jia'ting'zu'yong
公断,gong'duan
共发行,gong'fa'xing
公费,gong'fei
公告,gong'gao
公告板,gong'gao'ban
公告办理向外国人转让专利申请权或者专利权的审批和登记事宜,gong'gao'ban'li'xiang'wai'guo'ren'zhuan'rang'zhuan'li'shen'qing'quan'huo'zhe'zhuan'li'quan'de'shen'pi'he'deng'ji'shi'yi
公告簿外债券销售,gong'gao'bu'wai'zhai'quan'xiao'shou
公告方式,gong'gao'fang'shi
公告号,gong'gao'hao
公告日,gong'gao'ri
公告日期,gong'gao'ri'qi
公告授予专利权,gong'gao'shou'yu'zhuan'li'quan
公告授予专利之日,gong'gao'shou'yu'zhuan'li'zhi'ri
公告说明书,gong'gao'shuo'ming'shu
公告速递,gong'gao'su'di
公告通知单,gong'gao'tong'zhi'dan
公告印刷费,gong'gao'yin'shua'fei
公告之日,gong'gao'zhi'ri
公告专利文献的国家或机构名称,gong'gao'zhuan'li'wen'xian'de'guo'jia'huo'ji'gou'ming'cheng
公共财产,gong'gong'cai'chan
公共财政,gong'gong'cai'zheng
公共财政管理,gong'gong'cai'zheng'guan'li
公共关系,gong'gong'guan'xi
公共机构,gong'gong'ji'gou
公共基金,gong'gong'ji'jin
公共经济,gong'gong'jing'ji
公共开支,gong'gong'kai'zhi
公共会计,gong'gong'kuai'ji
公共会计师,gong'gong'kuai'ji'shi
公共利益,gong'gong'li'yi
公共设施,gong'gong'she'shi
公共事业,gong'gong'shi'ye
公共事业公司,gong'gong'shi'ye'gong'si
公共事业股票,gong'gong'shi'ye'gu'piao
公共事业基金,gong'gong'shi'ye'ji'jin
公共收入,gong'gong'shou'ru
公共受托人,gong'gong'shou'tuo'ren
公共投资开支,gong'gong'tou'zi'kai'zhi
公共投资者,gong'gong'tou'zi'zhe
公共有限公司,gong'gong'you'xian'gong'si
公共政策,gong'gong'zheng'ce
巩固期,gong'gu'qi
供股上市方式,gong'gu'shang'shi'fang'shi
供股章程,gong'gu'zhang'cheng
供过于求,gong'guo'yu'qiu
工行网银,gong'hang'wang'yin
共核,gong'he
共合网,gong'he'wang
供后人参考,gong'hou'ren'can'kao
工会,gong'hui
供给,gong'ji
公积,gong'ji
公积金,gong'ji'jin
公积金分割,gong'ji'jin'fen'ge
公积金福利,gong'ji'jin'fu'li
公积金计划,gong'ji'jin'ji'hua
公积金率,gong'ji'jin'lv
供给区,gong'ji'qu
供给与需求,gong'ji'yu'xu'qiu
工具动词,gong'ju'dong'ci
工具格,gong'ju'ge
工具书,gong'ju'shu
工具性,gong'ju'xing
工具组合,gong'ju'zu'he
公開,gong'kai
公开不充分,gong'kai'bu'chong'fen
公开财表,gong'kai'cai'biao
公开采访,gong'kai'cai'fang
公开出版,gong'kai'chu'ban
公开出版物,gong'kai'chu'ban'wu
公开的,gong'kai'de
公开的范围,gong'kai'de'fan'wei
公开发表,gong'kai'fa'biao
公开发售,gong'kai'fa'shou
公开发行,gong'kai'fa'xing
公开方式,gong'kai'fang'shi
公开股票,gong'kai'gu'piao
公开挂牌,gong'kai'gua'pai
公开挂牌交易,gong'kai'gua'pai'jiao'yi
公开喊价,gong'kai'han'jia
公开号,gong'kai'hao
公开和公正的原则,gong'kai'he'gong'zheng'de'yuan'ze
公开叫价,gong'kai'jiao'jia
公开竟争,gong'kai'jing'zheng
公开拍卖,gong'kai'pai'mai
公开谴责,gong'kai'qian'ze
公开认购,gong'kai'ren'gou
公开日,gong'kai'ri
公开日期,gong'kai'ri'qi
公开上市,gong'kai'shang'shi
公开市场,gong'kai'shi'chang
公开市场购回股份,gong'kai'shi'chang'gou'hui'gu'fen
公开市场价值,gong'kai'shi'chang'jia'zhi
公开时间,gong'kai'shi'jian
公开使用,gong'kai'shi'yong
公开使用行为,gong'kai'shi'yong'xing'wei
公开售股上市方,gong'kai'shou'gu'shang'shi'fang
公开说明书,gong'kai'shuo'ming'shu
公开投标,gong'kai'tou'biao
公开销售,gong'kai'xiao'shou
公开销售行为,gong'kai'xiao'shou'xing'wei
公开性,gong'kai'xing
公开形式,gong'kai'xing'shi
公开行为,gong'kai'xing'wei
公开研讯,gong'kai'yan'xun
公开要约,gong'kai'yao'yue
公开原则,gong'kai'yuan'ze
公开在后,gong'kai'zai'hou
公开展出,gong'kai'zhan'chu
公开展出之日,gong'kai'zhan'chu'zhi'ri
公开招标,gong'kai'zhao'biao
公开招股,gong'kai'zhao'gu
公开招股公司,gong'kai'zhao'gu'gong'si
公开征集,gong'kai'zheng'ji
公开状态,gong'kai'zhuang'tai
公開資料,gong'kai'zi'liao
公開資料規定,gong'kai'zi'liao'gui'ding
供款,gong'kuan
供款计划,gong'kuan'ji'hua
供款率,gong'kuan'lv
供款人,gong'kuan'ren
供款数额,gong'kuan'shu'e
供款帐户,gong'kuan'zhang'hu
紅利,gong'li
功利主义,gong'li'zhu'yi
公路拨款,gong'lu'bo'kuan
公卖,gong'mai
公民权利的剥夺和财产的没收,gong'min'quan'li'de'bo'duo'he'cai'chan'de'mo'shou
共鸣,gong'ming
共鸣器,gong'ming'qi
共鸣腔,gong'ming'qiang
共鸣曲线,gong'ming'qu'xian
共鸣音,gong'ming'yin
公募基金,gong'mu'ji'jin
功能,gong'neng
功能词,gong'neng'ci
功能的,gong'neng'de
功能分类,gong'neng'fen'lei
功能分析,gong'neng'fen'xi
功能分析法,gong'neng'fen'xi'fa
功能符,gong'neng'fu
功能负荷量,gong'neng'fu'he'liang
功能特征,gong'neng'te'zheng
功能限定,gong'neng'xian'ding
功能性变化,gong'neng'xing'bian'hua
功能性的,gong'neng'xing'de
功能性特征,gong'neng'xing'te'zheng
功能性限定,gong'neng'xing'xian'ding
功能性音变,gong'neng'xing'yin'bian
功能意义,gong'neng'yi'yi
功能语言学,gong'neng'yu'yan'xue
